# wl(nm) oob_tx(%)
2.794766500000000065e+02 3.426542677067895976e-03
2.794977999999999838e+02 3.323901518847367179e-03
2.795189499999999612e+02 3.386346424321107912e-03
2.795400899999999638e+02 3.430561413754691473e-03
2.795612399999999980e+02 3.391919060898892016e-03
2.795823899999999753e+02 3.443006258538666362e-03
2.796035400000000095e+02 3.411633109619686879e-03
2.796246899999999869e+02 3.343007631946684488e-03
2.796458399999999642e+02 3.420565262903615521e-03
2.796670199999999795e+02 3.390919016119710219e-03
2.796881700000000137e+02 3.400771639573780571e-03
2.797093100000000163e+02 3.331465919701213224e-03
2.797304599999999937e+02 3.343977150559201972e-03
2.797516099999999710e+02 3.384431188933787263e-03
2.797727600000000052e+02 3.360036670450971923e-03
2.797939099999999826e+02 3.361166335321403957e-03
2.798150600000000168e+02 3.421146296502887690e-03
2.798362099999999941e+02 3.368000806961101573e-03
2.798573599999999715e+02 3.345622510382234658e-03
2.798784999999999741e+02 3.385780146343526833e-03
2.798996500000000083e+02 3.327459478338174684e-03
2.799207999999999856e+02 3.339992178499329428e-03
2.799419499999999630e+02 3.385726445568790991e-03
2.799630999999999972e+02 3.304356988567515221e-03
2.799842499999999745e+02 3.330005440840107939e-03
2.800054000000000087e+02 3.336444114033839271e-03
2.800265400000000113e+02 3.365642660941495397e-03
2.800476899999999887e+02 3.322262622446784958e-03
2.800688399999999660e+02 3.353887723614419093e-03
2.800899900000000002e+02 3.358046456473946697e-03
2.801111099999999965e+02 3.356590609089194887e-03
2.801322599999999738e+02 3.336155269181325170e-03
2.801534100000000080e+02 3.296949955891027330e-03
2.801745500000000106e+02 3.346686696711733203e-03
2.801956999999999880e+02 3.333854573885847942e-03
2.802168499999999653e+02 3.329684649465728015e-03
2.802379999999999995e+02 3.399044018869692638e-03
2.802591499999999769e+02 3.332187893744857979e-03
2.802803000000000111e+02 3.369239323034393940e-03
2.803014499999999884e+02 3.398282198412822495e-03
2.803225699999999847e+02 3.341775823401753852e-03
2.803437099999999873e+02 3.322685027241056334e-03
2.803648599999999647e+02 3.373249777667473859e-03
2.803860099999999989e+02 3.323000619962802882e-03
2.804071599999999762e+02 3.306623599809512242e-03
2.804283100000000104e+02 3.343288534926165678e-03
2.804494599999999878e+02 3.352919592977887490e-03
2.804705799999999840e+02 3.341412383734179183e-03
2.804917199999999866e+02 3.284714995055323938e-03
2.805128699999999640e+02 3.359723756046725449e-03
2.805340199999999982e+02 3.344229448429358962e-03
2.805551699999999755e+02 3.283717291499393433e-03
2.805762899999999718e+02 3.367440518511649172e-03
2.805974400000000060e+02 3.324835843955194735e-03
2.806185899999999833e+02 3.345826200060665178e-03
2.806397299999999859e+02 3.322525860737995853e-03
2.806608799999999633e+02 3.339823428212339296e-03
2.806820000000000164e+02 3.310648498222764063e-03
2.807031499999999937e+02 3.318180650794874155e-03
2.807242999999999711e+02 3.296212436270659109e-03
2.807454500000000053e+02 3.239223530015129717e-03
2.807665700000000015e+02 3.339322000931569962e-03
2.807877100000000041e+02 3.304298041140147062e-03
2.808088599999999815e+02 3.301178992497320538e-03
2.808300100000000157e+02 3.271507558469008339e-03
2.808511300000000119e+02 3.331135070472218164e-03
2.808722799999999893e+02 3.226003171118429179e-03
2.808934299999999666e+02 3.314652780959071680e-03
2.809145499999999629e+02 3.265090100405592267e-03
2.809356899999999655e+02 3.242686885053782699e-03
2.809568399999999997e+02 3.266409541086737547e-03
2.809779599999999959e+02 3.264078370399727935e-03
2.809991099999999733e+02 3.301718967602899207e-03
2.810202600000000075e+02 3.265604532854053492e-03
2.810413800000000037e+02 3.216751384568697532e-03
2.810625200000000063e+02 3.235775313579349315e-03
2.810836699999999837e+02 3.255180759340493141e-03
2.811047899999999800e+02 3.218481090416559689e-03
2.811259400000000142e+02 3.270887295946027767e-03
2.811470899999999915e+02 3.194817474927321831e-03
2.811682099999999878e+02 3.188646485996830295e-03
2.811893599999999651e+02 3.211032261311591238e-03
2.812104699999999866e+02 3.250562520090003859e-03
2.812316199999999640e+02 3.202834438019316454e-03
2.812527699999999982e+02 3.223270440251572045e-03
2.812738899999999944e+02 3.211712594961211188e-03
2.812950399999999718e+02 3.196402039914869250e-03
2.813161599999999680e+02 3.183447669832139247e-03
2.813373100000000022e+02 3.193708634119254031e-03
2.813584500000000048e+02 3.132513293229183086e-03
2.813795700000000011e+02 3.138707573426538586e-03
2.814007199999999784e+02 3.197475572065527297e-03
2.814218399999999747e+02 3.145966228893058627e-03
2.814429900000000089e+02 3.175743784744053562e-03
2.814641100000000051e+02 3.198595251991639618e-03
2.814852500000000077e+02 3.192384480191981164e-03
2.815063700000000040e+02 3.173704161884747209e-03
2.815275199999999813e+02 3.163519489716581576e-03
2.815486399999999776e+02 3.145307260912139080e-03
2.815697900000000118e+02 3.153981530916929055e-03
2.815909100000000080e+02 3.206848658293668265e-03
2.816120500000000106e+02 3.125832519314448478e-03
2.816331700000000069e+02 3.184574961970801539e-03
2.816543199999999842e+02 3.135279300637131873e-03
2.816754399999999805e+02 3.148983305641269402e-03
2.816965900000000147e+02 3.174697424022008239e-03
2.817177100000000110e+02 3.182344392719031918e-03
2.817388599999999883e+02 3.049877591953514735e-03
2.817599700000000098e+02 3.179622050501618082e-03
2.817811199999999872e+02 3.189153341684474244e-03
2.818022399999999834e+02 3.134036733098867836e-03
2.818233599999999797e+02 3.134489176217063362e-03
2.818445100000000139e+02 3.138842441843409711e-03
2.818656300000000101e+02 3.161861636699550473e-03
2.818867700000000127e+02 3.104730902141345558e-03
2.819078900000000090e+02 3.173015639554836557e-03
2.819290100000000052e+02 3.027543596823624970e-03
2.819501599999999826e+02 3.121169950438243326e-03
2.819712799999999788e+02 3.097647035889038083e-03
2.819924300000000130e+02 3.092171237744740023e-03
2.820135399999999777e+02 3.110922806453655931e-03
2.820346599999999739e+02 3.055386134588017159e-03
2.820558100000000081e+02 3.123077742743252030e-03
2.820769300000000044e+02 3.087245719161480113e-03
2.820980500000000006e+02 3.092718660338011644e-03
2.821191999999999780e+02 3.079636412969746686e-03
2.821403099999999995e+02 3.117119471832179890e-03
2.821614299999999957e+02 3.104871686918985602e-03
2.821825799999999731e+02 3.072579787491178365e-03
2.822036999999999694e+02 3.096873719478390914e-03
2.822248199999999656e+02 3.095769979102111838e-03
2.822459699999999998e+02 3.060601251364621859e-03
2.822670799999999645e+02 3.048982950526209820e-03
2.822881999999999607e+02 3.081018485149894688e-03
2.823093200000000138e+02 3.127745057097188440e-03
2.823304699999999912e+02 3.082840548849211191e-03
2.823515899999999874e+02 3.031088829342784043e-03
2.823727099999999837e+02 3.073241751113545053e-03
2.823938200000000052e+02 3.101669020783488686e-03
2.824149699999999825e+02 3.049757689170386286e-03
2.824360899999999788e+02 3.033696037055113107e-03
2.824572099999999750e+02 3.042225476963135184e-03
2.824783299999999713e+02 3.039826295640249507e-03
2.824994800000000055e+02 3.020158130921006025e-03
2.825205899999999701e+02 3.067607323412641258e-03
2.825417099999999664e+02 3.070063089986242895e-03
2.825628299999999626e+02 3.038287165610386708e-03
2.825839500000000157e+02 3.060701054431462249e-03
2.826050999999999931e+02 2.967313925085303568e-03
2.826262199999999893e+02 3.025339353625706995e-03
2.826473300000000108e+02 3.049305299397516312e-03
2.826684500000000071e+02 3.012156473203727713e-03
2.826895700000000033e+02 3.009026132758384729e-03
2.827106899999999996e+02 2.974293605268748565e-03
2.827318399999999770e+02 3.014643768965403516e-03
2.827529499999999985e+02 3.030089294530886358e-03
2.827740699999999947e+02 3.045341755019174805e-03
2.827951899999999910e+02 3.005144830502501797e-03
2.828163099999999872e+02 3.004193314123737926e-03
2.828374299999999835e+02 3.011639706879539261e-03
2.828585499999999797e+02 2.990594701385280649e-03
2.828796899999999823e+02 3.004420469019255992e-03
2.829008099999999786e+02 3.052590623784144121e-03
2.829219299999999748e+02 3.007842476650382946e-03
2.829430499999999711e+02 2.957271907318874144e-03
2.829641699999999673e+02 3.003146197682191737e-03
2.829852799999999888e+02 2.993573881720279495e-03
2.830063999999999851e+02 2.986282636301474877e-03
2.830275199999999813e+02 2.997446309708209130e-03
2.830486399999999776e+02 3.016012130823699736e-03
2.830697599999999738e+02 2.997361281450923801e-03
2.830908799999999701e+02 2.968570262347396647e-03
2.831119899999999916e+02 2.948252604058019481e-03
2.831331099999999878e+02 2.989080140662595149e-03
2.831542299999999841e+02 3.014425253897406402e-03
2.831753499999999804e+02 2.961813302292495929e-03
2.831964699999999766e+02 2.938760441183256925e-03
2.832175799999999981e+02 2.999461422672724652e-03
2.832386999999999944e+02 3.002414625733011537e-03
2.832598199999999906e+02 2.955637810065742024e-03
2.832809399999999869e+02 2.989445764491352898e-03
2.833020599999999831e+02 2.949909541631565678e-03
2.833231799999999794e+02 3.052663034733236851e-03
2.833442900000000009e+02 2.975147308430044126e-03
2.833654099999999971e+02 2.944066411379560582e-03
2.833865299999999934e+02 2.984923838520212903e-03
2.834076499999999896e+02 3.047629519673062011e-03
2.834287699999999859e+02 2.990691768746632073e-03
2.834498800000000074e+02 2.992486714311892552e-03
2.834710000000000036e+02 3.038556822381298025e-03
2.834921199999999999e+02 3.038085350527294087e-03
2.835132399999999961e+02 3.025710345580905937e-03
2.835343599999999924e+02 2.998424278857101440e-03
2.835554399999999760e+02 3.035111719106247264e-03
2.835765599999999722e+02 3.047566876654797616e-03
2.835976799999999685e+02 3.042578826524814078e-03
2.836187999999999647e+02 3.020166300296282542e-03
2.836399199999999610e+02 3.024369016536118671e-03
2.836610400000000141e+02 3.037090329908009433e-03
2.836821499999999787e+02 3.051321379609898271e-03
2.837032699999999750e+02 3.030673790200156831e-03
2.837243599999999901e+02 2.983302748136568931e-03
2.837454799999999864e+02 3.067440305117220822e-03
2.837665999999999826e+02 3.043578510491123240e-03
2.837877100000000041e+02 3.052176080110559440e-03
2.838088300000000004e+02 3.031044640833899934e-03
2.838299499999999966e+02 3.071219105375993554e-03
2.838510400000000118e+02 3.057763286008649724e-03
2.838721600000000080e+02 3.050292652185937654e-03
2.838932699999999727e+02 3.046194289740775541e-03
2.839143899999999689e+02 3.012611245817699637e-03
2.839355099999999652e+02 3.037332757876564683e-03
2.839565999999999804e+02 3.102866779089376477e-03
2.839777199999999766e+02 3.002000735696534837e-03
2.839988299999999981e+02 3.057411798519795755e-03
2.840199499999999944e+02 3.101193770614253751e-03
2.840410400000000095e+02 3.044328992645570567e-03
2.840621600000000058e+02 3.070817824717932826e-03
2.840832800000000020e+02 3.095433562574863295e-03
2.841043999999999983e+02 3.087199047337649098e-03
2.841254799999999818e+02 3.058794032844428662e-03
2.841465999999999781e+02 3.081303752103222663e-03
2.841677199999999743e+02 3.067449124636286838e-03
2.841888099999999895e+02 3.160293022654415019e-03
2.842099200000000110e+02 3.096923556386625264e-03
2.842310400000000072e+02 3.113783121799154271e-03
2.842521299999999655e+02 3.114009932464576955e-03
2.842732499999999618e+02 3.146692992871469481e-03
2.842943700000000149e+02 3.120540893754917937e-03
2.843154900000000112e+02 3.123110304841177163e-03
2.843365699999999947e+02 3.156112969651735187e-03
2.843576899999999910e+02 3.163240414254984804e-03
2.843787800000000061e+02 3.113772455089820323e-03
2.843999000000000024e+02 3.138359848132444771e-03
2.844210099999999670e+02 3.163775828434169969e-03
2.844420999999999822e+02 3.136590765756825435e-03
2.844632199999999784e+02 3.184011148449007473e-03
2.844843399999999747e+02 3.142049388923438651e-03
2.845054299999999898e+02 3.169312169312168970e-03
2.845265400000000113e+02 3.145942659246824327e-03
2.845476299999999696e+02 3.200225815272522787e-03
2.845687499999999659e+02 3.147803187436971125e-03
2.845898699999999621e+02 3.170369979183995310e-03
2.846109599999999773e+02 3.126947758377007173e-03
2.846320699999999988e+02 3.166891112812793632e-03
2.846531600000000140e+02 3.213294942084434988e-03
2.846742800000000102e+02 3.231739358906988730e-03
2.846953699999999685e+02 3.203985317252229167e-03
2.847164899999999648e+02 3.169433354346151092e-03
2.847375700000000052e+02 3.189038119518840513e-03
2.847586900000000014e+02 3.182171456515854330e-03
2.847797800000000166e+02 3.216263104305684770e-03
2.848009000000000128e+02 3.212767166148831292e-03
2.848219899999999711e+02 3.250967341840699850e-03
2.848430999999999926e+02 3.214719757458541632e-03
2.848641900000000078e+02 3.212411828069077803e-03
2.848853100000000040e+02 3.174064846579618786e-03
2.849063999999999623e+02 3.285809853954353189e-03
2.849275200000000154e+02 3.209876543209876781e-03
2.849485999999999990e+02 3.262594510458649913e-03
2.849697199999999953e+02 3.190567623227402033e-03
2.849908100000000104e+02 3.197047279910587066e-03
2.850119300000000067e+02 3.246708246708245905e-03
2.850330099999999902e+02 3.231166352139866905e-03
2.850541299999999865e+02 3.292073832790445506e-03
2.850752200000000016e+02 3.243866793298899858e-03
2.850963100000000168e+02 3.281284477499578269e-03
2.851174300000000130e+02 3.245744933930232255e-03
2.851385099999999966e+02 3.288850847501588286e-03
2.851596299999999928e+02 3.279594975204327273e-03
2.851807200000000080e+02 3.239369202706374011e-03
2.852018400000000042e+02 3.366427318523126672e-03
2.852229299999999625e+02 3.246081904737185397e-03
2.852440100000000029e+02 3.274696235653773522e-03
2.852651299999999992e+02 3.267804346698480709e-03
2.852862200000000144e+02 3.266321888245129774e-03
2.853073099999999727e+02 3.305414233993984353e-03
2.853284199999999942e+02 3.249633272931228001e-03
2.853495100000000093e+02 3.293328171376951573e-03
2.853705999999999676e+02 3.238664673642251829e-03
2.853917199999999639e+02 3.283157265640787234e-03
2.854128099999999790e+02 3.291905467190418648e-03
2.854338899999999626e+02 3.299276835576601258e-03
2.854550100000000157e+02 3.291120758881603200e-03
2.854760999999999740e+02 3.263948709377424012e-03
2.854971899999999891e+02 3.265460127171149890e-03
2.855183000000000106e+02 3.266708547545481723e-03
2.855393899999999689e+02 3.307482923321863454e-03
2.855604799999999841e+02 3.296787942588646266e-03
2.855815699999999993e+02 3.306180302952678712e-03
2.856026899999999955e+02 3.272956747168782182e-03
2.856237699999999791e+02 3.327023754710866851e-03
2.856448599999999942e+02 3.274752222335751937e-03
2.856659500000000094e+02 3.282879934546941835e-03
2.856870700000000056e+02 3.330529571194318014e-03
2.857081499999999892e+02 3.292181069958848103e-03
2.857292400000000043e+02 3.351243983804018996e-03
2.857503299999999626e+02 3.316817180195900851e-03
2.857714500000000157e+02 3.314261496079677974e-03
2.857925399999999740e+02 3.315595405919133116e-03
2.858136200000000144e+02 3.348129359543437593e-03
2.858347099999999728e+02 3.327750427176911011e-03
2.858557999999999879e+02 3.378349845018200487e-03
2.858768900000000031e+02 3.344755064969001570e-03
2.858979999999999677e+02 3.336793336540165751e-03
2.859190899999999829e+02 3.373432949221223318e-03
2.859401799999999980e+02 3.343666308175701884e-03
2.859612700000000132e+02 3.389501982546845593e-03
2.859823599999999715e+02 3.356208902057112014e-03
2.860034400000000119e+02 3.419799371770189129e-03
2.860245600000000081e+02 3.379509306687527095e-03
2.860456499999999664e+02 3.407639028982584629e-03
2.860667399999999816e+02 3.384001073753439316e-03
2.860878199999999651e+02 3.437176927552246936e-03
2.861089099999999803e+02 3.416826908978178295e-03
2.861299999999999955e+02 3.434734189086220257e-03
2.861510900000000106e+02 3.411928342801602045e-03
2.861721699999999942e+02 3.421596102530590627e-03
2.861932600000000093e+02 3.442683253076511771e-03
2.862143499999999676e+02 3.452628762989157218e-03
2.862354399999999828e+02 3.412066902616364521e-03
2.862565599999999790e+02 3.465551663088108168e-03
2.862776399999999626e+02 3.493026481820384575e-03
2.862987299999999777e+02 3.446273153080879701e-03
2.863198199999999929e+02 3.514970785146575433e-03
2.863409100000000080e+02 3.476265881971546661e-03
2.863619899999999916e+02 3.490950235655780089e-03
2.863830800000000067e+02 3.514868192442783916e-03
2.864041699999999651e+02 3.512196749758067678e-03
2.864252599999999802e+02 3.518792220914017735e-03
2.864463399999999638e+02 3.518738659826065301e-03
2.864674299999999789e+02 3.481205327728709858e-03
2.864885199999999941e+02 3.531589215146816070e-03
2.865096100000000092e+02 3.510523250977456034e-03
2.865306999999999675e+02 3.531745043856373591e-03
2.865517800000000079e+02 3.505978738577376214e-03
2.865728699999999662e+02 3.531196379280332302e-03
2.865939599999999814e+02 3.496114967120266502e-03
2.866150200000000154e+02 3.579828945355936071e-03
2.866360999999999990e+02 3.646221956921852358e-03
2.866571900000000142e+02 3.567995757515495230e-03
2.866782799999999725e+02 3.621124886528968162e-03
2.866993699999999876e+02 3.527485961749652916e-03
2.867204499999999712e+02 3.579496090356212683e-03
2.867415399999999863e+02 3.549116648681278127e-03
2.867626300000000015e+02 3.549096660982180729e-03
2.867837200000000166e+02 3.576077895091311389e-03
2.868048000000000002e+02 3.542024715606840665e-03
2.868258900000000153e+02 3.601122789763763071e-03
2.868469499999999925e+02 3.571253131600924096e-03
2.868680400000000077e+02 3.608561939745368909e-03
2.868891199999999913e+02 3.612632751152489771e-03
2.869102100000000064e+02 3.633623302370539085e-03
2.869312999999999647e+02 3.588244446082164245e-03
2.869523899999999799e+02 3.612909542634046723e-03
2.869734399999999823e+02 3.575733880689409196e-03
2.869945299999999975e+02 3.577287400116420206e-03
2.870156200000000126e+02 3.610605338514616749e-03
2.870367099999999709e+02 3.590062667496269396e-03
2.870577900000000113e+02 3.632689334453331493e-03
2.870788799999999696e+02 3.626583587883803333e-03
2.870999400000000037e+02 3.649481193255514015e-03
2.871210299999999620e+02 3.643518181155723772e-03
2.871421100000000024e+02 3.617834807686076768e-03
2.871631999999999607e+02 3.629793474473964107e-03
2.871842599999999948e+02 3.624352794143903805e-03
2.872053500000000099e+02 3.658176493667763315e-03
2.872264299999999935e+02 3.667606975233160191e-03
2.872475200000000086e+02 3.700525020045853947e-03
2.872685799999999858e+02 3.628533320477590838e-03
2.872896700000000010e+02 3.694338077691881276e-03
2.873107499999999845e+02 3.659966902845391504e-03
2.873318399999999997e+02 3.686132851695765513e-03
2.873528999999999769e+02 3.692777008449235187e-03
2.873739899999999921e+02 3.602909610299988123e-03
2.873950699999999756e+02 3.575024570270975404e-03
2.874161300000000097e+02 3.731849585907612114e-03
2.874372199999999680e+02 3.737060787280544090e-03
2.874583099999999831e+02 3.792331541712055769e-03
2.874793599999999856e+02 3.784831230428261327e-03
2.875004500000000007e+02 3.785715139275599994e-03
2.875215400000000159e+02 3.817382525259753034e-03
2.875425999999999931e+02 3.864550666793374438e-03
2.875636799999999766e+02 3.869171554688337605e-03
2.875847699999999918e+02 3.982611802536771030e-03
2.876058299999999690e+02 4.020803286569642025e-03
2.876269199999999842e+02 4.069245497374297110e-03
2.876479699999999866e+02 4.164980841088130985e-03
2.876690600000000018e+02 4.257350133638793631e-03
2.876901500000000169e+02 4.380558001538987362e-03
2.877112099999999941e+02 4.514041181142498457e-03
2.877322899999999777e+02 4.636162698319055454e-03
2.877533500000000117e+02 4.886338991739121868e-03
2.877744399999999700e+02 5.002459516360702359e-03
2.877955299999999852e+02 5.129111716107437671e-03
2.878165799999999876e+02 5.284840479896849540e-03
2.878376700000000028e+02 5.346672486816182214e-03
2.878587299999999800e+02 5.403175426395880054e-03
2.878798199999999952e+02 5.468719395150234072e-03
2.879008699999999976e+02 5.499415039376879914e-03
2.879219600000000128e+02 5.458971338829996141e-03
2.879430199999999900e+02 5.394203850545050381e-03
2.879641100000000051e+02 5.378305888223553627e-03
2.879851600000000076e+02 5.395992440925206565e-03
2.880062499999999659e+02 5.135480542625660977e-03
2.880273099999999999e+02 4.992241153546985583e-03
2.880484000000000151e+02 4.879190859711556548e-03
2.880694499999999607e+02 4.735610669162376891e-03
2.880905399999999759e+02 4.621179366730157091e-03
2.881116000000000099e+02 4.477762986836062234e-03
2.881326799999999935e+02 4.453508925276304480e-03
2.881537399999999707e+02 4.346490255787996415e-03
2.881748299999999858e+02 4.320223099873026287e-03
2.881958899999999630e+02 4.255798681137625342e-03
2.882169399999999655e+02 4.264124622180888620e-03
2.882380299999999806e+02 4.214167170753648634e-03
2.882590900000000147e+02 4.213855491732750730e-03
2.882801799999999730e+02 4.197195418848674413e-03
2.883012299999999755e+02 4.182800435901597343e-03
2.883222900000000095e+02 4.215145475053694302e-03
2.883433799999999678e+02 4.193405407488774370e-03
2.883644400000000019e+02 4.166618495439148445e-03
2.883855199999999854e+02 4.203668754607169968e-03
2.884065799999999626e+02 4.166327610057775181e-03
2.884276399999999967e+02 4.235103541194520232e-03
2.884487199999999802e+02 4.222788496541681792e-03
2.884697800000000143e+02 4.259171783971028684e-03
2.884908399999999915e+02 4.257177337398373139e-03
2.885119300000000067e+02 4.334741964400051599e-03
2.885329800000000091e+02 4.360857306738405610e-03
2.885540399999999863e+02 4.413685354034689243e-03
2.885751300000000015e+02 4.415610044896146197e-03
2.885961899999999787e+02 4.472970619697987094e-03
2.886172399999999811e+02 4.543764439486800734e-03
2.886383299999999963e+02 4.548606295936763987e-03
2.886593899999999735e+02 4.663616336214202081e-03
2.886804399999999760e+02 4.624257671441528786e-03
2.887015000000000100e+02 4.726493626303514273e-03
2.887225899999999683e+02 4.774461937460291495e-03
2.887436500000000024e+02 4.755831941906278094e-03
2.887647000000000048e+02 4.857948384298416827e-03
2.887857599999999820e+02 4.877156835199729368e-03
2.888068499999999972e+02 4.949867076906468329e-03
2.888279099999999744e+02 4.978160387210433559e-03
2.888489599999999768e+02 4.990851938976242387e-03
2.888700200000000109e+02 5.114701996544620405e-03
2.888911099999999692e+02 5.086249750286879652e-03
2.889121599999999717e+02 5.193682647951371190e-03
2.889332200000000057e+02 5.279550288666060714e-03
2.889542799999999829e+02 5.310655193971584517e-03
2.889753400000000170e+02 5.283400616523988708e-03
2.889964200000000005e+02 5.400546976010921381e-03
2.890174799999999777e+02 5.387908127276767531e-03
2.890385400000000118e+02 5.389643619229693081e-03
2.890595999999999890e+02 5.355970178081662092e-03
2.890806499999999915e+02 5.347417704131479828e-03
2.891017099999999687e+02 5.452710831683937366e-03
2.891227700000000027e+02 5.476456558443757588e-03
2.891438499999999863e+02 5.378070238870008395e-03
2.891649099999999635e+02 5.400550485296248121e-03
2.891859699999999975e+02 5.415804776438935472e-03
2.892070299999999747e+02 5.401370568887220273e-03
2.892280799999999772e+02 5.423415886569834046e-03
2.892491400000000112e+02 5.507987158939410023e-03
2.892701999999999884e+02 5.430892899285739289e-03
2.892912499999999909e+02 5.431649656672392877e-03
2.893123099999999681e+02 5.435043547566234187e-03
2.893333700000000022e+02 5.499685882956632972e-03
2.893544299999999794e+02 5.468787451702285078e-03
2.893755099999999629e+02 5.446316655663040879e-03
2.893965699999999970e+02 5.457476131887418688e-03
2.894176299999999742e+02 5.469772933956110715e-03
2.894386799999999766e+02 5.539257075527951636e-03
2.894597400000000107e+02 5.532345686053641992e-03
2.894807999999999879e+02 5.495526235972096607e-03
2.895018599999999651e+02 5.524175381186124424e-03
2.895229099999999676e+02 5.514538845979100393e-03
2.895439700000000016e+02 5.518562783374120206e-03
2.895650299999999788e+02 5.540150448644113809e-03
2.895860799999999813e+02 5.540681667141364279e-03
2.896071400000000153e+02 5.550975542731520843e-03
2.896281999999999925e+02 5.598785169255726842e-03
2.896492599999999698e+02 5.538016311496973820e-03
2.896703099999999722e+02 5.489744202277400953e-03
2.896913700000000063e+02 5.557978456502674948e-03
2.897124000000000024e+02 5.563204180832233281e-03
2.897334500000000048e+02 5.601989071345292448e-03
2.897545099999999820e+02 5.621078576080896366e-03
2.897755700000000161e+02 5.611921815853538990e-03
2.897966299999999933e+02 5.605171985391674445e-03
2.898176799999999957e+02 5.647239637512065785e-03
2.898387399999999730e+02 5.661339282791007232e-03
2.898598000000000070e+02 5.672604853415627590e-03
2.898808500000000095e+02 5.680579240166616466e-03
2.899019099999999867e+02 5.689866030532576488e-03
2.899229399999999828e+02 5.708919145235089379e-03
2.899439899999999852e+02 5.732598953925554207e-03
2.899650499999999624e+02 5.697989896328753065e-03
2.899861099999999965e+02 5.672974579434085680e-03
2.900071699999999737e+02 5.750887311446318921e-03
2.900282199999999762e+02 5.739288398319893937e-03
2.900492800000000102e+02 5.752414107505491453e-03
2.900703100000000063e+02 5.829091193363406670e-03
2.900913600000000088e+02 5.834838935091324862e-03
2.901124199999999860e+02 5.751792274985207711e-03
2.901334799999999632e+02 5.826121542111831197e-03
2.901545399999999972e+02 5.792183744487163985e-03
2.901755599999999617e+02 5.880261466509860598e-03
2.901966199999999958e+02 5.833904657434068990e-03
2.902176799999999730e+02 5.864797524847357134e-03
2.902387299999999755e+02 5.896577635084364506e-03
2.902597900000000095e+02 5.878339655595884658e-03
2.902808200000000056e+02 5.931625330823170339e-03
2.903018700000000081e+02 5.886429415841180381e-03
2.903229299999999853e+02 5.898569194754016073e-03
2.903439599999999814e+02 5.927010465809879301e-03
2.903650200000000154e+02 5.955889642989121817e-03
2.903860699999999611e+02 5.896261467580019705e-03
2.904071299999999951e+02 5.919547961792008713e-03
2.904281599999999912e+02 6.000089714260082620e-03
2.904492099999999937e+02 5.951884299819219966e-03
2.904702699999999709e+02 5.954393780807457418e-03
2.904912999999999670e+02 5.953081794665953524e-03
2.905123499999999694e+02 6.003484801896588098e-03
2.905334100000000035e+02 6.034240432623448960e-03
2.905544399999999996e+02 6.010994636219980751e-03
2.905754900000000021e+02 5.962924545865581558e-03
2.905965499999999793e+02 6.018770975478916936e-03
2.906175799999999754e+02 6.086856393767881880e-03
2.906386400000000094e+02 6.029777989720764599e-03
2.906596900000000119e+02 6.011224826675470173e-03
2.906807200000000080e+02 6.062203942453881812e-03
2.907017799999999852e+02 6.055173262323464665e-03
2.907228299999999876e+02 6.066911625905976706e-03
2.907438599999999838e+02 6.029605924682388332e-03
2.907649199999999610e+02 6.131976500209820533e-03
2.907859399999999823e+02 6.073533196369139582e-03
2.908070000000000164e+02 6.131905450534370222e-03
